source,series,truth,split_count,train_count_sequence,winner_sequence,consensus_model,consensus_fraction,rank2_beats_rank1_splits,power_law_beats_both_modal_splits
synthetic_1pct,rank_two_057,rank_2,5,10|12|14|15|16,power_law|power_law|local_linear|rank_2|local_linear,local_linear,0.4,5,3
synthetic_1pct,rank_two_058,rank_2,5,10|12|14|15|16,power_law|power_law|power_law|local_linear|power_law,power_law,0.8,5,5
synthetic_1pct,rank_two_059,rank_2,5,10|12|14|15|16,power_law|power_law|rank_1|rank_1|rank_1,rank_1,0.6,0,2
synthetic_1pct,rank_two_060,rank_2,5,10|12|14|15|16,rank_2|local_linear|local_linear|rank_2|rank_2,rank_2,0.6,5,0
synthetic_1pct,rank_two_061,rank_2,5,10|12|14|15|16,rank_2|rank_1|rank_1|local_linear|persistence,rank_1,0.4,2,1
synthetic_1pct,rank_two_062,rank_2,5,10|12|14|15|16,power_law|power_law|rank_2|rank_2|rank_2,rank_2,0.6,5,2
synthetic_1pct,rank_two_063,rank_2,5,10|12|14|15|16,power_law|power_law|rank_2|rank_2|rank_2,rank_2,0.6,5,2
synthetic_1pct,rank_two_064,rank_2,5,10|12|14|15|16,rank_2|power_law|rank_2|rank_2|rank_2,rank_2,0.8,5,1
synthetic_1pct,rank_two_065,rank_2,5,10|12|14|15|16,rank_1|power_law|power_law|local_linear|power_law,power_law,0.6,3,4
synthetic_1pct,rank_two_066,rank_2,5,10|12|14|15|16,power_law|power_law|power_law|power_law|power_law,power_law,1.0,5,5
synthetic_1pct,rank_two_067,rank_2,5,10|12|14|15|16,rank_1|rank_2|rank_2|persistence|persistence,persistence,0.4,4,0
synthetic_1pct,rank_two_068,rank_2,5,10|12|14|15|16,power_law|power_law|power_law|rank_1|rank_1,power_law,0.6,2,3
synthetic_1pct,rank_two_069,rank_2,5,10|12|14|15|16,persistence|persistence|persistence|rank_2|persistence,persistence,0.8,5,0
synthetic_1pct,rank_two_070,rank_2,5,10|12|14|15|16,local_linear|local_linear|rank_2|rank_2|rank_2,rank_2,0.6,5,1
synthetic_1pct,rank_two_071,rank_2,5,10|12|14|15|16,local_linear|local_linear|power_law|rank_2|local_linear,local_linear,0.6,5,3
synthetic_1pct,rank_two_072,rank_2,5,10|12|14|15|16,power_law|power_law|power_law|power_law|power_law,power_law,1.0,5,5
synthetic_1pct,rank_two_073,rank_2,5,10|12|14|15|16,power_law|power_law|rank_2|power_law|local_linear,power_law,0.6,4,3
synthetic_1pct,rank_two_074,rank_2,5,10|12|14|15|16,power_law|power_law|power_law|power_law|power_law,power_law,1.0,5,5
synthetic_1pct,rank_two_075,rank_2,5,10|12|14|15|16,local_linear|rank_2|local_linear|local_linear|local_linear,local_linear,0.8,5,1
synthetic_1pct,rank_two_076,rank_2,5,10|12|14|15|16,power_law|local_linear|rank_2|rank_2|rank_2,rank_2,0.6,5,2
synthetic_1pct,rank_two_077,rank_2,5,10|12|14|15|16,power_law|local_linear|power_law|rank_2|rank_2,power_law,0.4,5,3
synthetic_1pct,rank_two_078,rank_2,5,10|12|14|15|16,rank_2|power_law|power_law|power_law|rank_1,power_law,0.6,3,3
synthetic_1pct,rank_two_079,rank_2,5,10|12|14|15|16,power_law|rank_2|rank_2|rank_2|rank_2,rank_2,0.8,5,1
synthetic_1pct,rank_two_080,rank_2,5,10|12|14|15|16,persistence|local_linear|power_law|persistence|rank_2,persistence,0.4,5,3
synthetic_1pct,rank_two_081,rank_2,5,10|12|14|15|16,power_law|power_law|power_law|power_law|power_law,power_law,1.0,4,5
synthetic_1pct,rank_two_082,rank_2,5,10|12|14|15|16,rank_2|power_law|rank_2|rank_2|rank_2,rank_2,0.8,5,1
synthetic_1pct,rank_two_083,rank_2,5,10|12|14|15|16,persistence|rank_2|rank_2|rank_2|rank_2,rank_2,0.8,4,1
synthetic_1pct,rank_two_084,rank_2,5,10|12|14|15|16,rank_2|rank_2|rank_2|rank_2|rank_2,rank_2,1.0,5,0
synthetic_1pct,rank_two_085,rank_2,5,10|12|14|15|16,rank_2|power_law|local_linear|rank_2|rank_2,rank_2,0.6,5,1
synthetic_1pct,rank_two_086,rank_2,5,10|12|14|15|16,persistence|rank_2|power_law|rank_2|rank_2,rank_2,0.6,4,2
synthetic_1pct,rank_two_087,rank_2,5,10|12|14|15|16,local_linear|local_linear|local_linear|local_linear|rank_2,local_linear,0.8,5,3
synthetic_1pct,rank_two_088,rank_2,5,10|12|14|15|16,local_linear|local_linear|rank_2|rank_2|rank_2,rank_2,0.6,5,0
synthetic_1pct,rank_two_089,rank_2,5,10|12|14|15|16,power_law|local_linear|power_law|local_linear|power_law,power_law,0.6,5,5
synthetic_1pct,rank_two_090,rank_2,5,10|12|14|15|16,rank_2|rank_2|rank_2|rank_2|rank_2,rank_2,1.0,5,0
synthetic_1pct,rank_two_091,rank_2,5,10|12|14|15|16,power_law|power_law|power_law|rank_2|rank_2,power_law,0.6,5,3
synthetic_1pct,rank_two_092,rank_2,5,10|12|14|15|16,power_law|rank_2|rank_2|rank_2|local_linear,rank_2,0.6,5,1
synthetic_1pct,rank_two_093,rank_2,5,10|12|14|15|16,rank_2|rank_2|rank_2|local_linear|local_linear,rank_2,0.6,5,0
synthetic_1pct,rank_two_094,rank_2,5,10|12|14|15|16,power_law|power_law|power_law|power_law|rank_2,power_law,0.8,3,4
synthetic_1pct,rank_two_095,rank_2,5,10|12|14|15|16,power_law|power_law|persistence|local_linear|rank_2,power_law,0.4,2,4
synthetic_1pct,rank_two_096,rank_2,5,10|12|14|15|16,power_law|rank_2|power_law|power_law|power_law,power_law,0.8,5,4
synthetic_1pct,rank_two_097,rank_2,5,10|12|14|15|16,rank_1|power_law|power_law|power_law|rank_2,power_law,0.6,4,3
synthetic_1pct,rank_two_098,rank_2,5,10|12|14|15|16,rank_2|rank_2|persistence|rank_2|rank_2,rank_2,0.8,5,0
synthetic_1pct,rank_two_099,rank_2,5,10|12|14|15|16,rank_2|rank_2|rank_2|rank_2|rank_2,rank_2,1.0,5,0
synthetic_1pct,rank_two_100,rank_2,5,10|12|14|15|16,rank_2|local_linear|rank_2|rank_2|rank_2,rank_2,0.8,5,0
synthetic_1pct,rank_two_101,rank_2,5,10|12|14|15|16,persistence|local_linear|persistence|local_linear|persistence,persistence,0.6,5,0
synthetic_1pct,rank_two_102,rank_2,5,10|12|14|15|16,persistence|persistence|persistence|rank_2|rank_2,persistence,0.6,5,0
synthetic_1pct,rank_two_103,rank_2,5,10|12|14|15|16,power_law|power_law|power_law|power_law|power_law,power_law,1.0,5,5
synthetic_1pct,rank_two_104,rank_2,5,10|12|14|15|16,rank_2|rank_2|rank_2|rank_2|rank_2,rank_2,1.0,5,0
synthetic_1pct,rank_two_105,rank_2,5,10|12|14|15|16,power_law|power_law|power_law|rank_2|rank_2,power_law,0.6,5,3
synthetic_1pct,rank_two_106,rank_2,5,10|12|14|15|16,power_law|power_law|power_law|power_law|local_linear,power_law,0.8,5,5
synthetic_1pct,rank_two_107,rank_2,5,10|12|14|15|16,local_linear|local_linear|rank_2|local_linear|local_linear,local_linear,0.8,5,1
synthetic_1pct,rank_two_108,rank_2,5,10|12|14|15|16,rank_2|rank_2|power_law|power_law|persistence,power_law,0.4,4,3
synthetic_1pct,rank_two_109,rank_2,5,10|12|14|15|16,rank_2|rank_2|local_linear|rank_2|rank_2,rank_2,0.8,5,0
synthetic_1pct,rank_two_110,rank_2,5,10|12|14|15|16,power_law|power_law|power_law|power_law|local_linear,power_law,0.8,5,5
synthetic_1pct,rank_two_111,rank_2,5,10|12|14|15|16,rank_2|rank_2|rank_2|rank_2|rank_2,rank_2,1.0,5,0
synthetic_1pct,rank_two_112,rank_2,5,10|12|14|15|16,local_linear|rank_2|rank_2|rank_2|rank_2,rank_2,0.8,5,1
synthetic_1pct,rank_two_113,rank_2,5,10|12|14|15|16,rank_2|power_law|power_law|local_linear|rank_2,power_law,0.4,4,2
synthetic_1pct,rank_two_114,rank_2,5,10|12|14|15|16,persistence|rank_2|persistence|persistence|persistence,persistence,0.8,5,1
synthetic_1pct,rank_two_115,rank_2,5,10|12|14|15|16,power_law|persistence|persistence|persistence|rank_2,persistence,0.6,5,2
synthetic_1pct,rank_two_116,rank_2,5,10|12|14|15|16,rank_2|rank_2|local_linear|local_linear|local_linear,local_linear,0.6,5,0
synthetic_1pct,rank_two_117,rank_2,5,10|12|14|15|16,rank_2|rank_2|rank_2|rank_2|rank_2,rank_2,1.0,5,0
synthetic_1pct,rank_two_118,rank_2,5,10|12|14|15|16,rank_2|rank_2|rank_2|local_linear|local_linear,rank_2,0.6,5,0
synthetic_1pct,rank_two_119,rank_2,5,10|12|14|15|16,rank_1|rank_1|persistence|persistence|rank_1,rank_1,0.6,0,0
synthetic_1pct,rank_two_120,rank_2,5,10|12|14|15|16,rank_2|rank_2|rank_2|rank_2|power_law,rank_2,0.8,5,1
synthetic_1pct,rank_two_121,rank_2,5,10|12|14|15|16,rank_2|rank_2|rank_2|rank_2|local_linear,rank_2,0.8,5,0
synthetic_1pct,rank_two_122,rank_2,5,10|12|14|15|16,rank_2|rank_2|persistence|rank_2|local_linear,rank_2,0.6,5,0
synthetic_1pct,rank_two_123,rank_2,5,10|12|14|15|16,local_linear|rank_2|local_linear|rank_2|local_linear,local_linear,0.6,5,0
synthetic_1pct,rank_two_124,rank_2,5,10|12|14|15|16,power_law|rank_2|power_law|local_linear|power_law,power_law,0.6,5,4
synthetic_1pct,rank_two_125,rank_2,5,10|12|14|15|16,local_linear|rank_2|rank_2|power_law|rank_2,rank_2,0.6,5,1
synthetic_1pct,rank_two_126,rank_2,5,10|12|14|15|16,rank_2|rank_2|local_linear|rank_2|rank_2,rank_2,0.8,5,0
synthetic_1pct,rank_two_127,rank_2,5,10|12|14|15|16,rank_2|rank_2|persistence|rank_2|persistence,rank_2,0.6,5,0
synthetic_1pct,rank_two_128,rank_2,5,10|12|14|15|16,power_law|local_linear|rank_2|power_law|power_law,power_law,0.6,5,4
synthetic_1pct,rank_two_129,rank_2,5,10|12|14|15|16,rank_2|local_linear|rank_2|local_linear|rank_2,rank_2,0.6,5,0
synthetic_1pct,rank_two_130,rank_2,5,10|12|14|15|16,rank_2|power_law|power_law|power_law|rank_2,power_law,0.6,5,3
synthetic_1pct,rank_two_131,rank_2,5,10|12|14|15|16,rank_2|rank_2|rank_2|local_linear|local_linear,rank_2,0.6,5,0
synthetic_1pct,rank_two_132,rank_2,5,10|12|14|15|16,rank_2|rank_1|rank_1|rank_1|rank_1,rank_1,0.8,1,0
synthetic_1pct,rank_two_133,rank_2,5,10|12|14|15|16,power_law|power_law|persistence|power_law|rank_2,power_law,0.6,5,4
synthetic_1pct,rank_two_134,rank_2,5,10|12|14|15|16,rank_2|rank_2|rank_2|rank_2|local_linear,rank_2,0.8,5,0
synthetic_1pct,rank_two_135,rank_2,5,10|12|14|15|16,power_law|power_law|power_law|local_linear|power_law,power_law,0.8,5,5
synthetic_1pct,rank_two_136,rank_2,5,10|12|14|15|16,power_law|power_law|rank_1|local_linear|local_linear,local_linear,0.4,2,2
synthetic_1pct,rank_two_137,rank_2,5,10|12|14|15|16,power_law|rank_2|rank_2|local_linear|persistence,rank_2,0.4,5,1
synthetic_1pct,rank_two_138,rank_2,5,10|12|14|15|16,power_law|persistence|rank_2|power_law|persistence,persistence,0.4,5,3
synthetic_1pct,rank_two_139,rank_2,5,10|12|14|15|16,local_linear|rank_2|rank_2|rank_2|rank_2,rank_2,0.8,5,1
synthetic_1pct,rank_two_140,rank_2,5,10|12|14|15|16,power_law|rank_2|rank_2|persistence|persistence,persistence,0.4,5,1
synthetic_1pct,rank_two_141,rank_2,5,10|12|14|15|16,power_law|power_law|power_law|power_law|local_linear,power_law,0.8,5,5
synthetic_1pct,rank_two_142,rank_2,5,10|12|14|15|16,rank_2|rank_2|rank_2|local_linear|rank_2,rank_2,0.8,5,0
synthetic_1pct,rank_two_143,rank_2,5,10|12|14|15|16,rank_2|rank_2|local_linear|rank_2|local_linear,rank_2,0.6,5,0
synthetic_1pct,rank_two_144,rank_2,5,10|12|14|15|16,power_law|power_law|power_law|rank_2|rank_2,power_law,0.6,5,3
synthetic_1pct,rank_two_145,rank_2,5,10|12|14|15|16,power_law|rank_2|power_law|power_law|power_law,power_law,0.8,5,4
synthetic_1pct,rank_two_146,rank_2,5,10|12|14|15|16,power_law|rank_2|rank_2|rank_2|persistence,rank_2,0.6,4,1
synthetic_1pct,rank_two_147,rank_2,5,10|12|14|15|16,local_linear|rank_2|rank_2|rank_2|rank_2,rank_2,0.8,5,0
synthetic_1pct,rank_two_148,rank_2,5,10|12|14|15|16,rank_2|power_law|power_law|persistence|persistence,persistence,0.4,3,4
synthetic_1pct,rank_two_149,rank_2,5,10|12|14|15|16,local_linear|rank_2|local_linear|rank_2|rank_2,rank_2,0.6,5,0
synthetic_1pct,rank_two_150,rank_2,5,10|12|14|15|16,power_law|rank_2|power_law|persistence|rank_2,power_law,0.4,4,3
synthetic_1pct,rank_two_151,rank_2,5,10|12|14|15|16,power_law|rank_2|rank_2|persistence|local_linear,rank_2,0.4,4,1
synthetic_1pct,rank_two_152,rank_2,5,10|12|14|15|16,local_linear|local_linear|rank_2|rank_2|rank_2,rank_2,0.6,5,0
synthetic_1pct,rank_two_153,rank_2,5,10|12|14|15|16,power_law|rank_2|local_linear|local_linear|local_linear,local_linear,0.6,5,1
synthetic_1pct,rank_two_154,rank_2,5,10|12|14|15|16,persistence|persistence|local_linear|persistence|power_law,persistence,0.6,3,4
synthetic_1pct,rank_two_155,rank_2,5,10|12|14|15|16,power_law|rank_2|local_linear|power_law|local_linear,local_linear,0.4,5,3
synthetic_1pct,rank_two_156,rank_2,5,10|12|14|15|16,power_law|power_law|power_law|power_law|power_law,power_law,1.0,5,5
synthetic_1pct,rank_two_157,rank_2,5,10|12|14|15|16,rank_2|local_linear|power_law|power_law|power_law,power_law,0.6,5,4
synthetic_1pct,rank_two_158,rank_2,5,10|12|14|15|16,power_law|rank_2|power_law|power_law|power_law,power_law,0.8,5,4
synthetic_1pct,rank_two_159,rank_2,5,10|12|14|15|16,rank_2|persistence|power_law|power_law|power_law,power_law,0.6,5,3
synthetic_1pct,rank_two_160,rank_2,5,10|12|14|15|16,rank_2|power_law|rank_2|rank_2|rank_2,rank_2,0.8,5,1
synthetic_1pct,rank_two_161,rank_2,5,10|12|14|15|16,rank_2|rank_2|rank_2|rank_2|local_linear,rank_2,0.8,5,0
synthetic_1pct,rank_two_162,rank_2,5,10|12|14|15|16,power_law|power_law|power_law|rank_2|rank_2,power_law,0.6,4,3
synthetic_1pct,rank_two_163,rank_2,5,10|12|14|15|16,local_linear|rank_2|rank_2|persistence|local_linear,local_linear,0.4,5,1
synthetic_1pct,rank_two_164,rank_2,5,10|12|14|15|16,local_linear|rank_2|rank_2|local_linear|power_law,local_linear,0.4,5,3
synthetic_1pct,rank_two_165,rank_2,5,10|12|14|15|16,power_law|power_law|rank_1|rank_1|rank_1,rank_1,0.6,2,2
synthetic_1pct,rank_two_166,rank_2,5,10|12|14|15|16,power_law|rank_2|power_law|power_law|power_law,power_law,0.8,5,4
synthetic_1pct,rank_two_167,rank_2,5,10|12|14|15|16,power_law|rank_2|rank_2|rank_2|rank_2,rank_2,0.8,5,1
synthetic_1pct,rank_two_168,rank_2,5,10|12|14|15|16,power_law|rank_2|rank_2|rank_2|power_law,rank_2,0.6,5,2
synthetic_1pct,rank_two_169,rank_2,5,10|12|14|15|16,power_law|rank_1|rank_1|rank_1|rank_2,rank_1,0.6,2,1
synthetic_1pct,rank_two_170,rank_2,5,10|12|14|15|16,rank_2|power_law|rank_2|power_law|rank_2,rank_2,0.6,5,2
synthetic_1pct,rank_two_171,rank_2,5,10|12|14|15|16,rank_2|power_law|power_law|persistence|rank_2,power_law,0.4,5,3
synthetic_1pct,rank_two_172,rank_2,5,10|12|14|15|16,rank_2|local_linear|persistence|power_law|local_linear,local_linear,0.4,5,2
synthetic_1pct,rank_two_173,rank_2,5,10|12|14|15|16,persistence|persistence|local_linear|persistence|rank_1,persistence,0.6,3,0
synthetic_1pct,rank_two_174,rank_2,5,10|12|14|15|16,rank_2|persistence|rank_2|local_linear|persistence,persistence,0.4,5,0
synthetic_1pct,rank_two_175,rank_2,5,10|12|14|15|16,rank_2|power_law|power_law|power_law|power_law,power_law,0.8,5,4
synthetic_1pct,rank_two_176,rank_2,5,10|12|14|15|16,power_law|power_law|rank_2|power_law|power_law,power_law,0.8,5,4
synthetic_1pct,rank_two_177,rank_2,5,10|12|14|15|16,power_law|rank_2|power_law|persistence|rank_2,power_law,0.4,4,2
synthetic_1pct,rank_two_178,rank_2,5,10|12|14|15|16,rank_2|rank_2|rank_2|rank_2|rank_2,rank_2,1.0,5,0
synthetic_1pct,rank_two_179,rank_2,5,10|12|14|15|16,power_law|power_law|power_law|power_law|power_law,power_law,1.0,5,5
synthetic_1pct,rank_two_180,rank_2,5,10|12|14|15|16,rank_2|rank_2|rank_2|local_linear|rank_2,rank_2,0.8,5,0
synthetic_1pct,rank_two_181,rank_2,5,10|12|14|15|16,rank_2|rank_2|rank_2|rank_1|local_linear,rank_2,0.6,3,0
synthetic_1pct,rank_two_182,rank_2,5,10|12|14|15|16,rank_2|power_law|power_law|power_law|persistence,power_law,0.6,5,4
synthetic_1pct,rank_two_183,rank_2,5,10|12|14|15|16,power_law|rank_2|power_law|power_law|rank_2,power_law,0.6,5,3
synthetic_1pct,rank_two_184,rank_2,5,10|12|14|15|16,power_law|power_law|rank_2|rank_2|rank_2,rank_2,0.6,5,2
synthetic_1pct,rank_two_185,rank_2,5,10|12|14|15|16,local_linear|rank_2|rank_2|rank_2|rank_2,rank_2,0.8,5,1
synthetic_1pct,rank_two_186,rank_2,5,10|12|14|15|16,power_law|rank_2|power_law|power_law|power_law,power_law,0.8,5,4
synthetic_1pct,rank_two_187,rank_2,5,10|12|14|15|16,power_law|power_law|power_law|power_law|power_law,power_law,1.0,4,5
synthetic_1pct,rank_two_188,rank_2,5,10|12|14|15|16,power_law|local_linear|power_law|power_law|power_law,power_law,0.8,5,5
synthetic_1pct,rank_two_189,rank_2,5,10|12|14|15|16,local_linear|local_linear|rank_2|rank_2|local_linear,local_linear,0.6,5,1
synthetic_1pct,rank_two_190,rank_2,5,10|12|14|15|16,rank_2|rank_2|rank_2|rank_2|rank_2,rank_2,1.0,5,0
synthetic_1pct,rank_two_191,rank_2,5,10|12|14|15|16,persistence|rank_2|persistence|rank_2|rank_2,rank_2,0.6,5,1
synthetic_1pct,rank_two_192,rank_2,5,10|12|14|15|16,rank_1|rank_2|rank_2|power_law|persistence,rank_2,0.4,4,1
synthetic_1pct,rank_two_193,rank_2,5,10|12|14|15|16,power_law|local_linear|local_linear|power_law|power_law,power_law,0.6,5,5
synthetic_1pct,rank_two_194,rank_2,5,10|12|14|15|16,rank_1|rank_1|rank_1|rank_1|rank_1,rank_1,1.0,0,0
synthetic_1pct,rank_two_195,rank_2,5,10|12|14|15|16,power_law|rank_2|power_law|power_law|power_law,power_law,0.8,5,4
synthetic_1pct,rank_two_196,rank_2,5,10|12|14|15|16,rank_2|rank_2|rank_2|rank_2|rank_2,rank_2,1.0,5,0
synthetic_1pct,rank_two_197,rank_2,5,10|12|14|15|16,power_law|rank_2|rank_2|rank_2|rank_2,rank_2,0.8,4,1
synthetic_1pct,rank_two_198,rank_2,5,10|12|14|15|16,rank_1|rank_1|rank_2|rank_2|rank_2,rank_2,0.6,3,0
synthetic_1pct,rank_two_199,rank_2,5,10|12|14|15|16,power_law|persistence|persistence|rank_2|rank_2,persistence,0.4,5,2
synthetic_exact,rank_one_residual,rank_1,5,40|48|56|60|64,persistence|persistence|persistence|persistence|persistence,persistence,1.0,1,0
synthetic_exact,rank_two_residual,rank_2,5,40|48|56|60|64,rank_2|rank_2|rank_2|rank_2|rank_2,rank_2,1.0,5,0
